CADDID,Year,MilkCows,DryCows,OldHeifers,YoungHeifers,OldCalves,YoungCalves,BeefCattle,MilkCowsHerdSizeRefCode,NonMilkingCattleHerdSizeRefCode,LabeledAsDairy
10107,2014,307,43,104,75,44,27,0,3a,3a,1
10107,2015,307,43,104,75,44,27,0,3a,3a,1
10107,2016,307,43,104,75,44,27,0,1,1,1
10107,2017,262,36,0,0,0,0,0,1,1,1
10107,2018,255,35,0,0,0,0,0,1,1,1
10107,2019,290,40,0,0,0,0,0,1,1,1
10107,2020,298,42,0,0,0,0,0,1,1,1
10107,2021,255,35,0,0,0,0,0,1,1,1
10107,2022,255,35,0,0,0,0,0,3a,3a,1
10107,2023,255,35,0,0,0,0,0,3a,3a,1
10108,2012,620,140,295,165,101,120,0,1,1,1
10108,2013,620,140,295,165,101,120,0,1,1,1
10108,2014,620,140,295,165,101,120,0,1,1,1
10108,2015,620,140,295,165,101,120,0,1,1,1
10108,2016,620,140,295,165,101,120,0,1,1,1
10108,2017,620,140,295,165,101,120,0,1,1,1
10108,2018,620,140,295,165,101,120,0,1,1,1
10108,2019,612,140,292,163,90,118,0,1,1,1
10108,2020,612,140,292,163,90,118,0,1,1,1
10108,2021,665,140,295,165,95,120,0,1,1,1
10108,2022,665,140,295,165,95,120,0,1,1,1
10108,2023,675,130,295,165,95,120,0,1,1,1
10109,2012,1230,386,703,491,140,156,0,1,1,1
10109,2013,1230,386,703,491,140,156,0,1,1,1
10109,2014,1072,252,384,491,287,339,0,1,1,1
10109,2015,1072,252,384,491,287,287,0,1,1,1
10109,2016,1072,252,384,491,287,287,0,1,1,1
10109,2017,1072,252,384,491,287,287,0,1,1,1
10109,2018,1072,252,384,491,287,287,0,1,1,1
10109,2019,1072,252,384,491,287,287,0,3a,3a,1
10109,2020,1072,252,384,491,287,287,0,1,1,1
10109,2021,1072,252,364,491,287,287,0,1,1,1
10109,2022,1072,252,364,491,287,287,0,3a,3a,1
10109,2023,0,252,364,491,287,287,0,2a,3a,0
11917,2012,0,0,0,0,0,0,0,3g,3g,0
11917,2013,0,0,0,0,0,0,0,3g,3g,0
11917,2014,0,0,0,0,0,0,0,2e,2e,0
11917,2015,0,0,0,0,0,0,0,2e,2e,0
11917,2016,0,0,0,0,0,0,0,2e,2e,0
11917,2017,0,0,0,0,0,0,0,2e,2e,0
11917,2018,0,0,0,0,0,0,0,2e,2e,0
11917,2019,0,0,0,0,0,0,0,2e,2e,0
11917,2020,0,0,0,0,0,0,0,2e,2e,0
11917,2021,0,0,0,0,0,0,0,2e,2e,0
11917,2022,0,0,0,0,0,0,0,2e,2e,0
11917,2023,0,0,0,0,0,0,0,2e,2e,0
10110,2012,390,20,0,0,0,40,0,1,1,1
10110,2013,390,20,0,0,0,40,0,1,1,1
10110,2014,390,20,0,0,0,40,0,1,1,1
10110,2015,392,20,0,0,0,40,0,1,1,1
10110,2016,372,30,0,0,0,0,0,1,1,1
10110,2017,372,30,0,0,0,0,0,1,1,1
10110,2018,375,35,0,0,0,0,0,1,1,1
10110,2019,373,36,0,0,0,0,0,1,1,1
10110,2020,371,37,0,0,0,0,0,1,1,1
10110,2021,371,37,0,0,0,0,0,1,1,1
10110,2022,375,32,0,0,0,0,0,1,1,1
10110,2023,376,33,0,0,0,0,0,1,1,1
10111,2012,522,51,0,0,0,0,0,1,1,1
10111,2013,518,53,0,0,0,0,0,1,1,1
10111,2014,520,52,0,0,0,0,0,1,1,1
10111,2015,510,53,0,0,0,0,0,1,1,1
10111,2016,525,49,0,0,0,0,0,1,1,1
10111,2017,510,53,0,0,0,0,0,1,1,1
10111,2018,515,42,0,0,0,0,0,1,1,1
10111,2019,525,39,0,0,0,0,0,1,1,1
10111,2020,525,39,0,0,0,0,0,1,1,1
10111,2021,525,39,10,0,0,0,0,1,1,1
10111,2022,525,51,0,0,0,0,0,1,1,1
10111,2023,525,42,10,0,0,0,0,1,1,1
10112,2012,750,250,130,130,140,0,0,1,1,1
10112,2013,880,150,130,130,140,0,0,1,1,1
10112,2014,880,150,150,120,145,0,0,1,1,1
10112,2015,880,145,150,125,140,0,0,1,1,1
10112,2016,950,100,150,125,125,0,0,1,1,1
10112,2017,900,150,150,125,125,0,0,1,1,1
10112,2018,900,100,0,0,0,0,0,1,1,1
10112,2019,903,98,0,0,0,0,0,1,1,1
10112,2020,905,95,0,0,0,0,0,1,1,1
10112,2021,900,100,0,0,0,0,0,1,1,1
10112,2022,890,100,0,0,0,0,0,1,1,1
10112,2023,888,100,0,0,0,0,0,1,1,1
10113,2012,0,0,300,200,100,0,0,1,1,0
10113,2013,0,0,1,0,0,0,0,1,1,0
10113,2014,0,0,0,0,0,0,0,2a,2c,0
10113,2015,0,0,0,0,0,0,0,2a,2c,0
10113,2016,0,0,0,0,0,0,0,2a,2c,0
10113,2017,0,0,0,0,0,0,0,2a,2c,0
10113,2018,0,0,0,0,0,0,0,2a,2c,0
10113,2019,0,0,0,0,0,0,0,2a,2c,0
10113,2020,0,0,0,0,0,0,0,2a,2c,0
10113,2021,0,0,0,0,0,0,0,2a,2c,0
10113,2022,0,0,0,0,0,0,0,2a,2c,0
10113,2023,0,0,0,0,0,0,0,2a,2c,0
10114,2012,2097,287,498,409,218,141,0,3a,3a,1
10114,2013,2097,287,498,409,218,141,0,3a,3a,1
10114,2014,2097,287,498,409,218,141,0,1,1,1
10114,2015,2097,287,498,409,218,141,0,1,1,1
10114,2016,2097,287,498,409,218,141,0,1,1,1
10114,2017,2146,296,580,449,109,71,0,3a,3a,1
10114,2018,2195,305,661,489,0,0,0,1,1,1
10114,2019,2195,305,661,489,0,0,0,1,1,1
10114,2020,1494,204,355,291,155,101,0,1,1,1
10114,2021,2011,275,478,392,209,135,0,1,1,1
10114,2022,2126,290,505,414,221,144,0,1,1,1
10114,2023,2011,275,478,392,209,135,0,1,1,1
10115,2012,400,0,0,0,0,0,0,1,1,1
10115,2013,0,0,0,0,0,0,0,1,1,0
10115,2014,0,0,0,0,0,0,0,2c,2c,0
10115,2015,0,0,0,0,0,0,0,2c,2c,0
10115,2016,0,0,0,0,0,0,0,2c,2c,0
10115,2017,0,0,0,0,0,0,0,2c,2c,0
10115,2018,0,0,0,0,0,0,0,2c,2c,0
10115,2019,0,0,0,0,450,0,0,1,1,0
10115,2020,0,0,0,0,400,0,0,1,1,0
10115,2021,0,0,0,0,375,0,0,1,1,0
10115,2022,0,0,0,0,300,0,0,1,1,0
10115,2023,0,0,0,0,300,0,0,1,1,0
10116,2012,149,21,63,45,26,17,0,1,1,1
10116,2013,145,20,31,22,13,9,0,1,1,1
10116,2014,140,20,35,25,14,9,0,1,1,1
10116,2015,149,21,33,24,14,8,0,1,1,1
10116,2016,132,18,13,9,5,3,0,1,1,1
10116,2017,140,20,58,42,24,16,0,1,1,1
10116,2018,140,20,50,36,21,13,0,1,1,1
10116,2019,129,18,42,30,17,11,0,1,1,1
10116,2020,129,18,28,20,11,7,0,1,1,1
10116,2021,129,18,13,9,5,3,0,1,1,1
10116,2022,128,18,16,11,7,4,0,1,1,1
10116,2023,125,17,20,14,9,5,0,1,1,1
10117,2012,520,70,138,148,53,0,0,1,1,1
10117,2013,520,70,138,148,53,0,0,1,1,1
10117,2014,520,70,138,148,53,0,0,1,1,1
10117,2015,520,70,140,150,55,0,0,1,1,1
10117,2016,520,70,140,150,55,0,0,1,1,1
10117,2017,520,70,138,148,53,0,0,1,1,1
10117,2018,520,70,138,148,53,0,0,1,1,1
10117,2019,600,1,300,0,0,0,0,1,1,1
10117,2020,600,0,295,0,0,0,0,1,1,1
10117,2021,600,0,295,0,0,0,0,1,1,1
10117,2022,600,0,295,200,0,0,0,1,1,1
10117,2023,600,0,295,200,0,0,0,1,1,1
10118,2012,649,151,143,168,154,0,0,1,1,1
10118,2013,641,150,145,170,157,0,0,1,1,1
10118,2014,497,116,170,126,80,0,0,1,1,1
10118,2015,550,120,0,400,0,0,0,1,1,1
10118,2016,545,108,0,389,0,0,0,1,1,1
10118,2017,550,120,0,425,0,0,0,1,1,1
10118,2018,550,120,0,435,0,0,0,1,1,1
10118,2019,550,120,0,430,0,0,0,1,1,1
10118,2020,550,120,0,435,0,0,0,1,1,1
10118,2021,550,120,0,435,0,0,0,1,1,1
10118,2022,542,135,0,450,0,0,0,1,1,1
10118,2023,540,130,0,425,0,0,0,1,1,1
10119,2012,680,120,240,160,80,120,0,1,1,1
10119,2013,680,120,240,160,80,120,0,1,1,1
10119,2014,680,120,240,160,80,120,0,1,1,1
10119,2015,680,120,240,160,80,120,0,1,1,1
10119,2016,670,110,230,150,80,100,0,1,1,1
10119,2017,0,0,375,325,130,0,0,1,1,0
10119,2018,0,0,250,200,0,0,0,1,1,0
10119,2019,0,0,20,0,0,0,0,1,1,0
10119,2020,800,100,150,150,0,0,0,1,1,1
10119,2021,798,100,150,150,0,0,0,1,1,1
10119,2022,798,100,150,150,0,0,0,1,1,1
10119,2023,798,100,150,150,0,0,0,3a,3a,1
10120,2012,0,0,0,0,0,0,0,2e,2e,0
10120,2013,0,0,0,0,0,0,0,1,1,0
10120,2014,0,0,0,0,0,0,0,2a,2b,0
10120,2015,0,0,0,0,0,0,0,1,1,0
10120,2016,0,0,0,0,0,0,0,1,1,0
10120,2017,0,0,0,0,0,0,0,1,1,0
10120,2018,0,0,0,0,0,0,0,1,1,0
10120,2019,0,0,0,0,0,0,0,2a,2b,0
10120,2020,0,0,0,0,0,0,0,2a,2b,0
10120,2021,0,0,0,0,0,0,0,2a,2b,0
10120,2022,0,0,0,0,0,0,0,2a,2b,0
10120,2023,0,0,0,0,0,0,0,2a,2b,0
10121,2012,1500,250,0,0,0,0,0,1,1,1
10121,2013,1500,165,0,0,0,0,0,1,1,1
10121,2014,1450,160,300,250,200,225,0,1,1,1
10121,2015,1450,160,300,250,200,225,0,1,1,1
10121,2016,1350,168,300,250,200,225,0,1,1,1
10121,2017,1350,168,300,250,200,225,0,1,1,1
10121,2018,1300,172,280,244,190,200,0,1,1,1
10121,2019,1100,200,0,350,0,0,0,1,1,1
10121,2020,1200,235,0,341,0,0,0,1,1,1
10121,2021,1221,135,210,200,150,0,0,1,1,1
10121,2022,1215,130,255,240,170,0,0,1,1,1
10121,2023,1208,135,268,247,172,0,0,1,1,1
10122,2012,335,50,100,80,30,45,0,1,1,1
10122,2013,0,0,0,0,0,0,0,2a,2a,0
10122,2014,0,0,0,0,0,0,0,2a,2a,0
10122,2015,0,0,0,0,0,0,0,2a,2a,0
10122,2016,0,0,0,0,0,0,0,2a,2a,0
10122,2017,0,0,0,0,0,0,0,2a,2a,0
10122,2018,0,0,0,0,0,0,0,2a,2a,0
10122,2019,0,0,0,0,0,0,0,2a,2a,0
10122,2020,0,0,0,0,0,0,0,2a,2a,0
10122,2021,0,0,0,0,0,0,0,2a,2a,0
10122,2022,0,0,0,0,0,0,0,2a,2a,0
10122,2023,0,0,0,0,0,0,0,2a,2a,0
11918,2012,340,35,300,340,85,45,0,3a,3a,1
11918,2013,340,35,300,340,85,45,0,3a,3a,1
11918,2014,0,0,0,0,0,0,0,2a,2e,0
11918,2015,0,0,0,0,0,0,0,2a,2e,0
11918,2016,0,0,0,0,0,0,0,2a,2e,0
11918,2017,0,0,0,0,0,0,0,2a,2e,0
11918,2018,0,0,0,0,0,0,0,2a,2e,0
11918,2019,0,0,0,0,0,0,0,2a,2e,0
11918,2020,0,0,0,0,0,0,0,2a,2e,0
11918,2021,0,0,0,0,0,0,0,2a,2e,0
11918,2022,0,0,0,0,0,0,0,2a,2e,0
11918,2023,0,0,0,0,0,0,0,2a,2e,0
10123,2012,0,0,0,0,0,0,0,1,1,0
10123,2013,300,50,0,0,0,0,0,1,1,1
10123,2014,325,50,20,45,20,0,0,3a,3a,1
10123,2015,350,50,40,90,40,0,0,1,1,1
10123,2016,344,50,40,85,35,0,0,1,1,1
10123,2017,344,50,40,85,35,0,0,1,1,1
10123,2018,340,50,37,79,30,0,0,1,1,1
10123,2019,340,50,37,79,30,0,0,1,1,1
10123,2020,330,55,40,82,25,0,0,1,1,1
10123,2021,355,37,43,70,20,0,0,1,1,1
10123,2022,343,34,51,64,23,0,0,1,1,1
10123,2023,338,32,53,60,26,0,0,1,1,1
10124,2012,510,30,30,200,120,1,0,1,1,1
10124,2013,550,40,50,200,75,0,0,1,1,1
10124,2014,710,40,25,100,75,30,0,1,1,1
10124,2015,830,40,30,0,0,0,0,1,1,1
10124,2016,800,150,180,110,0,0,0,1,1,1
10124,2017,800,150,180,110,0,0,0,1,1,1
10124,2018,850,100,180,110,0,0,0,1,1,1
10124,2019,850,100,180,110,0,0,0,1,1,1
10124,2020,850,100,180,110,0,0,0,1,1,1
10124,2021,850,100,180,110,0,0,0,1,1,1
10124,2022,850,100,180,110,0,0,0,1,1,1
10124,2023,850,100,180,110,0,0,0,1,1,1
11919,2012,0,0,0,0,0,0,0,2e,2e,0
11919,2013,0,0,0,0,0,0,0,2e,2e,0
11919,2014,0,0,0,0,0,0,0,2e,2e,0
11919,2015,0,0,0,0,0,0,0,2e,2e,0
11919,2016,0,0,0,0,0,0,0,2e,2e,0
11919,2017,0,0,0,0,0,0,0,2e,2e,0
11919,2018,0,0,0,0,0,0,0,2e,2e,0
11919,2019,0,0,0,0,0,0,0,2e,2e,0
11919,2020,0,0,0,0,0,0,0,2e,2e,0
11919,2021,0,0,0,0,0,0,0,2e,2e,0
11919,2022,0,0,0,0,0,0,0,2e,2e,0
11919,2023,0,0,0,0,0,0,0,2e,2e,0
11920,2019,0,0,0,0,0,0,0,2a,2a,0
11920,2020,0,0,0,0,0,0,0,2a,2a,0
11920,2021,0,0,0,0,0,0,0,2a,2a,0
11920,2022,0,0,0,0,0,0,0,2a,2a,0
11920,2023,0,0,0,0,0,0,0,2a,2a,0
10125,2012,545,78,246,104,124,98,0,1,1,1
10125,2013,532,75,231,98,119,88,0,1,1,1
10125,2014,425,75,131,49,60,44,0,3a,3a,1
10125,2015,318,75,30,0,0,0,0,1,1,1
10125,2016,340,60,0,0,0,0,0,1,1,1
10125,2017,380,85,150,100,100,0,0,1,1,1
10125,2018,300,50,0,0,0,0,0,1,1,1
10125,2019,0,0,980,0,0,0,0,1,1,0
10125,2020,0,0,980,0,0,0,0,1,1,0
10125,2021,0,0,980,0,0,0,0,1,1,0
10125,2022,0,0,0,0,0,0,0,1,1,0
10125,2023,0,0,499,0,0,0,0,1,1,0
11861,2012,0,61,670,750,681,267,540,2c,3a,0
11861,2013,0,61,670,750,681,267,540,2c,3a,0
11861,2014,0,61,670,750,681,267,540,1,1,0
11861,2015,0,61,670,750,681,267,540,1,1,0
11861,2016,0,162,1766,1977,1795,704,1424,1,1,0
11861,2017,0,191,2085,2334,2119,831,1681,2c,3a,0
11861,2018,0,220,2404,2691,2443,958,1938,1,1,0
11861,2019,0,247,2695,3017,2740,1074,2173,1,1,0
11861,2020,0,70,762,853,775,304,615,1,1,0
11861,2021,0,158,1726,1932,1755,688,1391,1,1,0
11861,2022,0,162,1765,1976,1794,703,1423,1,1,0
11861,2023,0,158,1722,1927,1750,685,1388,1,1,0
11921,2012,260,50,0,0,25,25,0,3a,3a,1
11921,2013,0,0,0,0,25,25,0,2a,3a,0
11921,2014,0,0,0,0,25,25,0,2a,3a,0
11921,2015,0,0,0,0,25,25,0,2a,3a,0
11921,2016,0,0,0,0,25,25,0,2a,3a,0
11921,2017,0,0,0,0,25,25,0,2a,3a,0
11921,2018,0,0,0,0,25,25,0,2a,3a,0
11921,2019,0,0,0,0,0,0,0,2a,2e,0
11921,2020,0,0,0,0,0,0,0,2a,2e,0
11921,2021,0,0,0,0,0,0,0,2a,2e,0
11921,2022,0,0,0,0,0,0,0,2a,2e,0
11921,2023,0,0,0,0,0,0,0,2a,2e,0
10126,2012,210,26,31,24,13,8,0,1,1,1
10126,2013,231,26,32,25,14,8,0,1,1,1
10126,2014,220,27,33,25,14,10,0,1,1,1
10126,2015,222,27,32,25,14,8,0,1,1,1
10126,2016,199,37,45,34,19,12,0,1,1,1
10126,2017,197,46,55,43,24,14,0,1,1,1
10126,2018,253,35,42,32,18,11,0,1,1,1
10126,2019,254,75,90,69,39,23,0,1,1,1
10126,2020,269,67,80,62,35,21,0,3a,3a,1
10126,2021,284,58,70,54,30,18,0,1,1,1
10126,2022,283,63,76,59,33,20,0,1,1,1
10126,2023,283,39,67,55,29,20,31,1,1,1
11922,2012,0,0,0,0,0,0,0,2e,2e,0
11922,2013,0,0,0,0,0,0,0,2e,2e,0
11922,2014,0,0,0,0,0,0,0,2e,2e,0
11922,2015,0,0,0,0,0,0,0,2e,2e,0
11922,2016,0,0,0,0,0,0,0,2e,2e,0
11922,2017,0,0,0,0,0,0,0,2e,2e,0
11922,2018,0,0,0,0,0,0,0,2e,2e,0
11922,2019,0,0,0,0,0,0,0,2e,2e,0
11922,2020,0,0,0,0,0,0,0,2e,2e,0
11922,2021,0,0,0,0,0,0,0,2e,2e,0
11922,2022,0,0,0,0,0,0,0,2e,2e,0
11922,2023,0,0,0,0,0,0,0,2e,2e,0
10127,2012,600,50,0,0,0,0,0,1,1,1
10127,2013,0,0,300,300,0,0,0,1,1,0
10127,2014,0,0,320,320,0,0,0,1,1,0
10127,2015,0,0,403,407,0,0,0,2c,3a,0
10127,2016,0,0,487,494,0,0,0,2c,3a,0
10127,2017,0,0,570,582,0,0,0,2c,3a,0
10127,2018,0,0,654,669,0,0,0,2c,3a,0
10127,2019,0,0,737,756,0,0,0,1,1,0
10127,2020,0,0,733,741,0,0,0,1,1,0
10127,2021,0,0,726,745,0,0,0,1,1,0
10127,2022,0,0,734,733,0,0,0,1,1,0
10127,2023,0,0,745,702,0,0,0,1,1,0
10128,2012,290,50,100,70,30,30,0,1,1,1
10128,2013,300,30,0,70,30,30,0,1,1,1
10128,2014,300,30,0,70,30,30,0,1,1,1
10128,2015,310,35,0,0,30,30,0,1,1,1
10128,2016,295,35,0,0,30,30,0,1,1,1
10128,2017,275,30,0,0,30,20,0,1,1,1
10128,2018,275,30,0,0,30,20,0,1,1,1
10128,2019,0,0,0,0,0,0,0,2a,2a,0
10128,2020,0,0,0,0,0,0,0,2a,2a,0
10128,2021,0,0,0,0,0,0,0,2a,2a,0
10128,2022,0,0,0,0,0,0,0,2a,2a,0
10128,2023,0,0,0,0,0,0,0,2a,2a,0
11796,2019,0,0,300,75,0,0,0,2c,3a,0
11796,2020,0,0,300,75,0,0,0,1,1,0
11796,2021,0,0,295,80,0,0,0,1,1,0
11796,2022,0,0,295,80,0,0,0,2c,3a,0
11796,2023,0,0,537,577,0,0,0,1,1,0
10129,2012,715,103,0,100,65,75,0,1,1,1
10129,2013,450,76,0,119,76,36,0,1,1,1
10129,2014,433,72,0,125,80,38,0,1,1,1
10129,2015,0,0,0,0,0,0,0,2a,2e,0
10129,2016,0,0,0,0,0,0,0,2a,2e,0
10129,2017,0,0,0,0,0,0,0,2a,2e,0
10129,2018,0,0,0,0,0,0,0,2a,2e,0
10129,2019,0,0,0,0,0,0,0,2a,2e,0
10129,2020,0,0,0,0,0,0,0,2a,2e,0
10129,2021,0,0,0,0,0,0,0,2a,2e,0
10129,2022,0,0,0,0,0,0,0,2a,2e,0
10129,2023,0,0,0,0,0,0,0,2a,2e,0
11923,2019,0,0,0,0,0,0,0,2a,3g,0
11923,2020,0,0,0,0,0,0,0,2a,3g,0
11923,2021,0,0,0,0,0,0,0,2a,3g,0
11923,2022,0,0,0,0,0,0,0,2a,3g,0
11923,2023,0,0,0,0,0,0,0,2a,3g,0
10130,2012,652,90,250,100,120,0,0,1,1,1
10130,2013,546,72,130,200,75,0,0,1,1,1
10130,2014,546,72,130,200,75,0,0,1,1,1
10130,2015,546,72,130,200,75,0,0,1,1,1
10130,2016,546,72,130,200,75,0,0,1,1,1
10130,2017,546,72,130,200,75,0,0,1,1,1
10130,2018,546,72,130,200,75,0,0,1,1,1
10130,2019,546,72,130,200,75,0,0,1,1,1
10130,2020,546,72,130,200,75,0,0,1,1,1
10130,2021,546,72,130,200,75,0,0,1,1,1
10130,2022,600,100,300,300,100,0,0,1,1,1
10130,2023,600,100,300,300,100,0,0,1,1,1
10131,2012,1981,341,299,0,0,0,0,3a,3a,1
10131,2013,2075,330,265,0,0,0,0,1,1,1
10131,2014,1575,215,260,0,0,0,0,1,1,1
10131,2015,1400,225,245,0,0,0,0,1,1,1
10131,2016,1170,243,1226,0,0,0,0,1,1,1
10131,2017,1185,226,1234,0,0,0,0,1,1,1
10131,2018,1954,0,2000,0,0,0,0,1,1,1
10131,2019,1453,0,3425,0,0,0,0,1,1,1
10131,2020,0,0,1800,2200,1100,0,0,1,1,0
10131,2021,0,0,1925,2250,1150,0,0,1,1,0
10131,2022,0,0,1945,2300,1175,0,0,1,1,0
10131,2023,0,0,1950,2315,1165,0,0,1,1,0
10132,2012,8269,1640,822,0,0,0,0,1,1,1
10132,2013,8500,1650,830,0,0,0,0,1,1,1
10132,2014,8520,1640,840,0,0,0,0,1,1,1
10132,2015,9000,1700,870,0,0,0,0,1,1,1
10132,2016,9228,957,1127,0,0,0,0,1,1,1
10132,2017,9199,972,1108,0,0,0,0,1,1,1
10132,2018,9185,957,1116,0,0,0,0,1,1,1
10132,2019,9180,958,1115,0,0,0,0,1,1,1
10132,2020,9123,952,1140,0,0,0,0,1,1,1
10132,2021,9104,938,1115,0,0,0,0,1,1,1
10132,2022,9124,945,1131,0,0,0,0,1,1,1
10132,2023,9144,951,1143,0,0,0,0,1,1,1
10133,2012,0,0,0,0,0,0,0,2d,2d,0
10133,2013,0,0,0,0,0,0,0,2d,2d,0
10133,2014,0,0,0,0,0,0,0,2d,2d,0
10133,2015,0,0,0,0,0,0,0,2d,2d,0
10133,2016,0,0,0,0,0,0,0,2d,2d,0
10133,2017,900,0,0,0,0,0,0,1,1,1
10133,2018,1499,0,0,0,0,0,0,1,1,1
10133,2019,999,200,0,0,0,0,0,1,1,1
10133,2020,1499,0,0,0,0,0,0,1,1,1
10133,2021,1499,0,0,0,0,0,0,1,1,1
10133,2022,600,0,0,0,0,0,0,1,1,1
10133,2023,600,0,0,0,0,0,0,3a,2c,1
10134,2012,0,0,0,0,0,0,0,2a,2a,0
10134,2013,0,0,0,0,0,0,0,2a,2a,0
10134,2014,0,0,0,0,0,0,0,1,1,0
10134,2015,0,0,0,0,0,0,0,1,1,0
10134,2016,0,0,0,0,0,0,0,2a,2a,0
10134,2017,0,0,0,0,0,0,0,1,1,0
10134,2018,0,0,0,0,0,0,0,1,1,0
10134,2019,0,0,0,0,0,0,0,1,1,0
10134,2020,0,0,0,0,0,0,0,1,1,0
10134,2021,0,0,0,0,0,0,0,1,1,0
10134,2022,0,0,0,0,0,0,0,1,1,0
10134,2023,0,0,0,0,0,0,0,1,1,0
11924,2012,0,0,0,0,0,0,0,3g,3g,0
11924,2013,0,0,0,0,0,0,0,2a,2a,0
11924,2014,0,0,0,0,0,0,0,2a,2a,0
11924,2015,0,0,0,0,0,0,0,2a,2a,0
11924,2016,0,0,0,0,0,0,0,2a,2a,0
11924,2017,0,0,0,0,0,0,0,2a,2a,0
11924,2018,0,0,0,0,0,0,0,2a,2a,0
11924,2019,0,0,0,0,0,0,0,2a,2a,0
11924,2020,0,0,0,0,0,0,0,2a,2a,0
11924,2021,0,0,0,0,0,0,0,2a,2a,0
11924,2022,0,0,0,0,0,0,0,2a,2a,0
11924,2023,0,0,0,0,0,0,0,2a,2a,0
11905,2012,0,0,0,0,0,0,0,2e,2e,0
11905,2013,0,0,0,0,0,0,0,2e,2e,0
11905,2014,0,0,0,0,0,0,0,2e,2e,0
11905,2015,0,0,0,0,0,0,0,2e,2e,0
11905,2016,0,0,0,0,0,0,0,2e,2e,0
11905,2017,0,0,0,0,0,0,0,2e,2e,0
11905,2018,0,0,0,0,0,0,0,2e,2e,0
11905,2019,0,0,0,0,0,0,0,2e,2e,0
11905,2020,0,0,0,0,0,0,0,2e,2e,0
11905,2021,0,0,0,0,0,0,0,2e,2e,0
11905,2022,0,0,0,0,0,0,0,2e,2e,0
11905,2023,0,0,0,0,0,0,0,2e,2e,0
10135,2012,0,0,0,0,0,0,0,1,1,0
10135,2013,0,0,0,0,0,0,0,1,1,0
10135,2014,0,0,0,0,0,0,250,1,1,0
10135,2015,0,0,0,0,0,0,250,1,1,0
10135,2016,0,2,0,0,0,0,125,2c,3a,0
10135,2017,0,4,0,0,0,0,0,1,1,0
10135,2018,0,2,20,22,20,8,16,2a,3b,0
10135,2019,0,2,20,22,20,8,16,2a,3b,0
10135,2020,0,2,20,22,20,8,16,2a,3b,0
10135,2021,0,2,20,22,20,8,16,2a,3b,0
10135,2022,0,2,20,22,20,8,16,2a,3b,0
10135,2023,0,2,20,22,20,8,16,2a,3b,0
10136,2012,1922,299,1283,638,462,53,0,1,1,1
10136,2013,1900,300,1200,640,460,50,0,1,1,1
10136,2014,1915,315,1185,645,445,48,0,1,1,1
10136,2015,1050,340,1200,630,535,0,0,1,1,1
10136,2016,1959,356,1242,625,551,0,0,1,1,1
10136,2017,1979,318,1226,636,84,468,0,1,1,1
10136,2018,1967,307,1170,633,463,0,0,1,1,1
10136,2019,1959,292,1160,663,468,0,0,1,1,1
10136,2020,2047,277,1145,658,487,0,0,1,1,1
10136,2021,2062,271,1151,654,502,0,0,1,1,1
10136,2022,2091,245,1072,684,541,0,0,1,1,1
10136,2023,2120,233,970,697,548,0,0,1,1,1
10137,2012,1105,179,443,292,0,0,0,1,1,1
10137,2013,1100,200,440,286,0,0,0,1,1,1
10137,2014,1105,213,420,284,0,0,0,1,1,1
10137,2015,1100,200,426,280,0,0,0,1,1,1
10137,2016,1277,214,487,791,0,0,0,1,1,1
10137,2017,1248,190,507,780,0,0,0,1,1,1
10137,2018,1238,170,516,819,0,0,0,1,1,1
10137,2019,1248,175,526,809,0,0,0,1,1,1
10137,2020,1243,170,521,804,0,0,0,1,1,1
10137,2021,1213,165,531,783,0,0,0,1,1,1
10137,2022,1233,131,487,811,0,0,0,1,1,1
10137,2023,1243,126,492,804,0,0,0,1,1,1
10138,2012,600,150,150,200,150,100,0,1,1,1
10138,2013,600,150,150,200,150,100,0,1,1,1
10138,2014,575,140,150,200,150,100,0,1,1,1
10138,2015,575,140,150,200,150,100,0,1,1,1
10138,2016,575,140,150,200,150,100,0,1,1,1
10138,2017,575,140,150,200,150,100,0,1,1,1
10138,2018,575,140,150,200,150,100,0,1,1,1
10138,2019,575,140,150,200,150,0,0,1,1,1
10138,2020,92,23,0,0,0,0,0,1,1,1
10138,2021,0,0,0,0,0,0,0,1,1,0
10138,2022,0,0,0,0,0,0,0,1,1,0
10138,2023,0,0,0,0,0,0,0,1,1,0
10139,2012,600,90,195,200,80,0,0,1,1,1
10139,2013,600,90,195,200,80,0,0,1,1,1
10139,2014,600,90,195,200,80,0,0,1,1,1
10139,2015,600,90,195,200,80,0,0,1,1,1
10139,2016,600,90,195,200,80,0,0,1,1,1
10139,2017,102,15,33,34,14,0,0,1,1,1
10139,2018,0,0,0,0,0,0,0,2a,2b,0
10139,2019,0,0,0,0,0,0,0,2a,2b,0
10139,2020,0,0,0,0,0,0,0,2a,2b,0
10139,2021,0,0,0,0,0,0,0,2a,2b,0
10139,2022,0,0,0,0,0,0,0,2a,2b,0
10139,2023,0,0,0,0,0,0,0,2a,2b,0
11797,2019,0,0,100,450,0,0,0,1,1,0
11797,2020,0,0,100,450,0,0,0,1,1,0
11797,2021,0,0,100,350,0,0,0,1,1,0
11797,2022,0,0,100,350,0,0,0,1,1,0
11797,2023,0,0,100,350,490,0,0,1,1,0
10140,2012,920,120,160,160,240,150,0,1,1,1
10140,2013,920,120,160,160,240,150,0,1,1,1
10140,2014,1014,132,340,153,0,0,0,1,1,1
10140,2015,1010,130,338,150,0,0,0,1,1,1
